reaction,DGdd_true,AR_smiles,AR_atom,AH_smiles,AH_atom,BR_smiles,BR_atom,BH_smiles,BH_atom,DE,DH,DG,AR_SOMO,AR_IE,AR_EA,AR_Eneg,AR_Soft,AR_Q,AR_Fuk0,AR_BO,AR_BV3,AR_BV4,AR_BV5,AH_HOMO,AH_LUMO,AH_CP,AH_Hard,AH_Soft,AH_Ephil,AH_Q,AH_FukP,AH_FukM,AH_FukD,AH_BO,AH_BOH,AH_BOX,AH_BV3,AH_BV4,AH_BV5,BR_SOMO,BR_IE,BR_EA,BR_Eneg,BR_Soft,BR_Q,BR_Fuk0,BR_BO,BR_BV3,BR_BV4,BR_BV5,BH_HOMO,BH_LUMO,BH_CP,BH_Hard,BH_Soft,BH_Ephil,BH_Q,BH_FukP,BH_FukM,BH_FukD,BH_BO,BH_BOH,BH_BOX,BH_BV3,BH_BV4,BH_BV5
O5-E1j-H1,14.2,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,C#C[CH]Cl,2,C#CCCl,2,-21.35912938918914,-25.599999999999994,-25.700000000000003,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-9.0706,7.7461,1.2387,4.4924,0.1536712050895903,0.03707832,-0.124,1.1139745092424478,0.4151426549463647,0.21286698528955372,0.11350950774179307,-11.2134,-5.5827,-8.39805,2.81535,0.35519562398991245,12.525484185358836,0.04519211,-0.01,0.035,-0.045000000000000005,0.9779874339499601,0.9582186749999575,0.9977561928999628,0.4448189809296782,0.2293425299484824,0.1224397685345779
O5-E1k-H1,15.6,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,C#C[CH]C(F)(F)F,2,C#CCC(F)(F)F,2,-16.127666782660455,-20.0,-20.30000000000001,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-10.4833,8.7701,1.6998,5.2349499999999995,0.14143671414225706,-0.06170406,-0.188,1.10685886146061,0.49099560488676997,0.27800493451678976,0.14678857494244898,-11.9662,-5.057,-8.511600000000001,3.4546,0.289469113645574,10.485632860533785,-0.07026179,0.013,-0.011,0.024,0.9706351280528681,0.9483976335214934,0.9928726225842429,0.51461002681764,0.2914972689466824,0.15438846141717386
O5-E1l-H1,14.2,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,C#C[CH]C(C)=O,2,C#CCC(C)=O,2,-23.500157272872926,-28.5,-28.200000000000003,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-10.1249,8.6506,2.4011,5.52585,0.16001280102408189,-0.02911161,-0.128,1.1348627160969391,0.4827920143027414,0.29011234560238347,0.15623915991296394,-10.7949,-6.8683,-8.8316,1.9633000000000003,0.5093465084296847,19.863790189986247,-0.07135182,0.02,-0.019,0.039,0.970217024044378,0.9328318485726734,1.0076021995160827,0.5072724225268176,0.30315855626590527,0.16409723755163824
O5-E1m-H1,12.5,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,C#C[CH]C(C)(C)C,2,C#CCC(C)(C)C,2,-15.907851823346455,-22.700000000000003,-23.60000000000001,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-8.421,7.0451,0.8983,3.9717,0.16268627578577471,-0.04013206,-0.164,1.1116220864089597,0.5788233760429082,0.39324452237601637,0.21478154268234997,-10.7668,-3.8952,-7.3309999999999995,3.4358,0.29105302986204085,7.821113132312706,-0.04958861,0.019,-0.004,0.023,0.9812715792510042,0.9537509138185489,1.0087922446834594,0.6019722139451729,0.4050299484824033,0.2224109930308095
O5-E1n-H1,7.9,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,C#C[CH]N(C)C,2,C#CCN(C)C,2,-28.824636590678814,-33.7,-34.30000000000001,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-7.1954,5.613,0.1156,2.8643,0.1819041728817259,-0.02179393,-0.123,1.1356626096408093,0.49886397497020263,0.32094143752715537,0.17339409037873293,-9.5092,-4.2208,-6.865,2.6442,0.37818621889418347,8.911622607972165,0.02762560,0.013,0.04,-0.027000000000000003,0.9821654893072718,0.9471672485388543,1.0171637300756893,0.5440908075089392,0.3374363788715784,0.1824366938917095
O5-F1a-H1,10.0,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,C[C](C)c1ccccc1,1,CC(C)c1ccccc1,1,-22.19108006392578,-26.5,-26.80000000000001,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-8.2378,6.1762,1.3257,3.75095,0.2061643129574271,-0.00333258,-0.127,1.1483666243421178,0.6516872765196663,0.3689947861709391,0.22429913909999685,-10.6342,-5.8938,-8.264,2.3702,0.42190532444519446,14.406736984220737,-0.01418376,0.006,-0.011,0.017,0.9903926107505823,0.9680350352730249,0.9978451359097679,0.6736814660309892,0.3795737384395754,0.22967385134495916
O5-F1b-H1,13.3,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,C[C](C#N)c1ccccc1,1,CC(C#N)c1ccccc1,1,-29.823216696448853,-31.5,-31.200000000000003,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-9.3949,7.2103,2.3388,4.77455,0.20527558246946526,0.00772940,-0.117,1.160667260073842,0.6223275476758046,0.3704146235491279,0.22516831698779605,-11.0879,-6.3867,-8.7373,2.3505999999999996,0.4254232961796989,16.23849470135285,-0.00879877,0.001,-0.013,0.013999999999999999,0.9764532017081788,0.9372721906692539,0.9895135387211539,0.6425245828367103,0.3809315064241822,0.23054302923275835
O5-F1c-H1,5.9,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,C[C](N)c1ccccc1,1,CC(N)c1ccccc1,1,-32.84952618901178,-33.3,-33.10000000000001,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-7.5687,5.3214,0.5357,2.92855,0.20895584762939592,0.04282947,-0.1,1.1730544567741967,0.6141612038140644,0.3478446403078642,0.21343145911513356,-9.9007,-5.9701,-7.9354000000000005,1.9653,0.5088281687274208,16.02060071235944,0.05338983,0.006,0.005,0.001,0.987719472787618,0.9647484782500535,0.9953764709668059,0.6448245679380215,0.3614339581652287,0.22040656239159914
O5-F1d-H1,16.3,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,C[C](c1ccccc1)[N+](=O)[O-],1,CC(c1ccccc1)[N+](=O)[O-],1,-27.36316757201463,-26.599999999999994,-26.200000000000003,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-10.1565,7.7363,3.0117,5.374,0.21165812978876516,0.01118374,-0.088,1.135543610477278,0.6526556912991657,0.38760008689715103,0.23376352054492133,-11.3228,-8.3038,-9.813300000000002,1.5095,0.6624710168930109,31.89826329579332,-0.01861651,0.018,-0.006,0.024,0.9543027895795531,0.9602610059269527,0.952316717463753,0.6822295887961859,0.4026092421327044,0.24142450569203117
O5-F1e-H1,9.3,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,CS[C](C)c1ccccc1,2,CSC(C)c1ccccc1,2,-25.199393809182926,-27.299999999999997,-26.5,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-8.4604,6.1463,1.6036,3.87495,0.2201334008409096,0.01795437,-0.068,1.1521770557183508,0.6776016835518475,0.4222697225498107,0.2594348175711898,-9.5855,-6.3162,-7.95085,1.6346499999999997,0.6117517511393877,19.33625415914722,0.03512172,0.012,0.043,-0.030999999999999996,0.9824231338369824,0.9665559718121948,0.987712187845245,0.7055181019070322,0.43787629569859104,0.26623056668033174
O5-F1f-H1,8.9,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,CO[C](C)c1ccccc1,2,COC(C)c1ccccc1,2,-28.268990207623673,-27.900000000000006,-27.60000000000001,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-7.8738,5.6603,0.9103,3.2853000000000003,0.21052631578947367,0.10470568,-0.106,1.1389827393084129,0.6386323003575686,0.39577772950158274,0.239784696162215,-10.5973,-5.9734,-8.285350000000001,2.3119500000000004,0.43253530569432724,14.846130890049526,0.11684182,0.007,0.003,0.004,0.974268408386458,0.9550536434309163,0.9806733300383051,0.6737187127532777,0.40976273974303273,0.24687214215887232
O5-F1h-H1,6.7,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,C[C](O)c1ccccc1,1,CC(O)c1ccccc1,1,-28.80453645084082,-30.0,-29.900000000000006,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-8.1032,5.8179,0.8593,3.3386,0.20166982616060986,0.11662260,-0.106,1.1545916890102912,0.5880419398092968,0.3347014462168705,0.20680718047365268,-10.9151,-6.1788,-8.54695,2.3681500000000004,0.422270548740578,15.423506598505162,0.11161201,0.006,-0.01,0.016,0.9798732070503652,0.9623040168354973,0.9857296037886546,0.6198599523241954,0.3487873192228912,0.21385914982182838
O5-F1j-H1,13.9,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,C#C[C](C)Cl,2,C#CC(C)Cl,2,-24.51463017354838,-26.900000000000006,-27.700000000000003,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-8.6773,7.1511,1.2031,4.177099999999999,0.16812373907195696,0.08609988,-0.141,1.1182168116453808,0.5542498510131109,0.2791687356464527,0.1474547475639368,-11.1354,-5.477,-8.3062,2.8292,0.35345680757811393,12.193015417785947,0.09488985,-0.043,0.011,-0.05399999999999999,0.9776465680316917,0.9523497574670753,0.9860788382198974,0.576597884386174,0.2935145242380982,0.1553049415029485
O5-F1k-H1,16.1,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,C#C[C](C)C(F)(F)F,2,C#CC(C)C(F)(F)F,2,-19.437286776006186,-23.200000000000003,-24.0,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-9.8339,7.8917,1.5825,4.7371,0.15849870031065744,-0.01804628,-0.178,1.1150215079893737,0.6272627383790227,0.34375193966854944,0.18050518747437796,-11.9064,-4.9843,-8.44535,3.4610499999999997,0.28892966007425497,10.303800381748312,-0.01434728,-0.005,-0.015,0.009999999999999998,0.9725107325703807,0.9426823258847932,0.9824535347989097,0.6465286054827175,0.3557817640121656,0.18723589606130364
O5-F1l-H1,12.6,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,C#C[C](C)C(C)=O,2,C#CC(C)C(C)=O,2,-30.068913257455286,-32.3,-32.5,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-9.6383,7.9845,2.3488,5.16665,0.1774402469968238,0.01740798,-0.134,1.1424482837114567,0.6169640196662693,0.35462960089379925,0.18927383242407997,-10.6787,-6.8554,-8.76705,1.9116499999999994,0.5231083095754978,20.103357231318498,-0.01769310,0.004,-0.031,0.035,0.9712837197314403,0.9253938989268182,0.9865803266663141,0.6349448748510131,0.36611243870647386,0.19668845195673426
O5-F1m-H1,13.9,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,C[C](c1ccccc1)C(C)(C)C,1,CC(c1ccccc1)C(C)(C)C,1,-13.804315380183798,-21.400000000000006,-21.5,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-8.0673,6.0973,1.4109,3.7540999999999998,0.21338340730624786,-0.01899841,-0.132,1.1019181808542855,0.7684650625744934,0.5316980634349202,0.31764608495474755,-10.5336,-5.8509,-8.19225,2.34135,0.4271040211843595,14.332107558139535,-0.02726111,0.007,-0.015,0.022,0.9801087079667993,0.9634966172938784,0.9856460715244396,0.7916604588796186,0.5427153807957297,0.3239313645107376
O5-G1a-H1,11.3,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,C[CH]c1ccccc1,1,CCc1ccccc1,1,-19.53016032350147,-25.400000000000006,-24.80000000000001,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-8.4706,6.4091,1.3301,3.8695999999999997,0.19688915140775745,-0.04636425,-0.115,1.1483825688727174,0.5203553337306317,0.3054434858171436,0.19166850619658793,-10.6389,-5.8995,-8.2692,2.3697,0.42199434527577334,14.427916748955562,-0.05757846,0.018,0.004,0.013999999999999999,0.9905327386768367,0.9744748515412887,1.0065906258123847,0.5449661054827175,0.31644528582955744,0.1972856422061745
O5-G1b-H1,14.8,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,N#C[CH]c1ccccc1,2,N#CCc1ccccc1,2,-26.622332778201002,-30.400000000000006,-29.400000000000006,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-9.6959,7.5637,2.4147,4.9892,0.19421246844047388,-0.03827042,-0.109,1.158843881308878,0.48992476162097737,0.30696806529700205,0.19266776512881964,-11.086,-6.4604,-8.7732,2.3128,0.4323763403666551,16.639795537876164,-0.05639431,0.016,0.001,0.015,0.9749606333309491,0.9414420120258455,1.0084792546360526,0.513501936829559,0.3175935696108249,0.19824154079026204
O5-G1c-H1,7.3,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,N[CH]c1ccccc1,1,NCc1ccccc1,1,-31.91326517749629,-33.3,-32.400000000000006,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-7.766,5.5259,0.5,3.01295,0.19896933882488707,-0.00216415,-0.087,1.1698932126246886,0.48193533969010727,0.28427782260567314,0.18090725615716943,-9.9818,-5.9006,-7.9412,2.0406,0.49005194550622366,15.451988983632265,0.02105824,0.019,0.034,-0.015000000000000003,0.9877135927256289,0.9624511581325281,1.0129760273187298,0.5140420143027413,0.2970369623238781,0.18738174450506134
O5-G1d-H1,18.7,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,O=[N+]([O-])[CH]c1ccccc1,3,O=[N+]([O-])Cc1ccccc1,3,-25.592358955397124,-24.0,-22.900000000000006,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-10.5462,8.116,3.1725,5.6442499999999995,0.20228582987761706,-0.04128206,-0.081,1.1389604552866683,0.5260820172824792,0.3260194897895848,0.2023351518400555,-11.3823,-8.3914,-9.88685,1.49545,0.6686950416262664,32.682404267110236,-0.07128094,0.034,0.007,0.027000000000000003,0.9540772907614029,0.9649216055249439,0.9432329759978622,0.5537935786650775,0.3396398423437403,0.20922944719497966
O5-G1e-H1,10.6,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,CS[CH]c1ccccc1,2,CSCc1ccccc1,2,-23.27230342655553,-25.599999999999994,-24.900000000000006,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-8.5697,6.268,1.5219,3.8949499999999997,0.21069931101325298,-0.03003996,-0.046,1.153252195088241,0.5448171185935637,0.35784169201166904,0.22688105073949102,-9.6696,-6.3894,-8.0295,1.6401000000000003,0.6097189195780743,19.655164395463693,-0.00801807,0.028,0.057,-0.029,0.9826174697548578,0.9684653472389626,0.9967695922707527,0.5748566001191895,0.37400301036558875,0.23365314874964524
O5-G1f-H1,9.2,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,CO[CH]c1ccccc1,2,COCc1ccccc1,2,-28.42009748412118,-29.400000000000006,-29.200000000000003,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-8.1481,5.9137,0.9427,3.4282000000000004,0.20116676725005028,0.06920726,-0.093,1.1368029015210668,0.5167703367103695,0.3346393768232884,0.20827551953580775,-10.6359,-6.0122,-8.32405,2.3118499999999997,0.43255401518264597,14.985792417868808,0.08602361,0.02,0.029,-0.009000000000000001,0.974657636149494,0.9570003326835248,0.9923149396154631,0.5471543504171633,0.3461066972875675,0.2141429630096812
O5-G1g-H1,11.0,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,CO[C](OC)c1ccccc1,2,COC(OC)c1ccccc1,2,-27.78382607028567,-26.900000000000006,-27.200000000000003,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-8.0784,5.7623,1.0977,3.4299999999999997,0.2143806542897569,0.23021339,-0.1,1.1306097164893842,0.6458767878426699,0.4284844205822109,0.25796844943395036,-10.9749,-6.2128,-8.59385,2.38105,0.41998278070599104,15.508758283635371,0.24652561,0.006,0.013,-0.006999999999999999,0.9646220137200285,0.9408011723829222,0.9725622941657307,0.673402115613826,0.4380120724970517,0.26301204629308444
O5-G1h-H1,6.8,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,O[CH]c1ccccc1,1,OCc1ccccc1,1,-28.313858801952453,-29.5,-28.80000000000001,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-8.2355,6.0687,0.8159,3.4423,0.19037465732561681,0.07240737,-0.097,1.1433215350892683,0.46114235697258643,0.2735863695611694,0.17547144523982214,-10.6268,-5.9623,-8.29455,2.3322499999999997,0.4287705005895595,14.749610826991104,0.08696377,0.021,0.023,-0.0019999999999999983,0.9799904013597904,0.9601708163891698,0.9998099863304112,0.4880158671036949,0.28419247718949786,0.1808658667339409
O5-G1i-H1,13.7,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,[CH2]c1ccccc1,0,Cc1ccccc1,0,-16.00041365676743,-22.400000000000006,-21.10000000000001,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-8.7914,6.8215,1.3699,4.0957,0.1834323868222173,-0.09680310,-0.106,1.141361882966087,0.38189064362336117,0.23970036000248277,0.15820023020403015,-10.6094,-5.9046,-8.257000000000001,2.3524000000000003,0.4250977724876721,14.491168381227688,-0.10874069,0.035,0.025,0.010000000000000002,0.989319895361398,0.9774888663104511,1.0248129825142385,0.4103098927294398,0.2510474210166967,0.1639454763331336
O5-G1j-H1,14.6,[O]S(=O)(=O)[O-],0,O=S(=O)([O-])O,4,Cl[CH]c1ccccc1,1,ClCc1ccccc1,1,-24.51772123813024,-25.799999999999997,-24.700000000000003,-7.0198,6.2498,-0.9864,2.6317,0.13819407976562284,-0.60998561,-0.188,1.300570356476518,0.29401631406436235,0.17769303581404008,0.09097395225631484,-6.1366,2.4545,-1.8410499999999999,4.2955499999999995,0.2327990594917997,0.3945321440211381,-0.60789166,-0.118,-0.069,-0.04899999999999999,0.8519446618465414,0.8914459941415354,0.8124433295515474,0.3250242103694875,0.19433539196822047,0.09953170824004288,-8.9535,6.8243,1.8196,4.32195,0.1998121765540392,0.01949709,-0.081,1.1293379793234917,0.49416157628128726,0.2942089255787971,0.1860671375863265,-11.0577,-6.5457,-8.8017,2.2560000000000002,0.4432624113475177,17.16975241356383,0.02544066,0.018,0.036,-0.018,0.9756122980627056,0.976562593739648,0.9746620023857632,0.5199363081048868,0.307127118118056,0.19255739333354358
